0,0,-0.72,0
0.01,1.08288362322769e-13,-0.719999999994009,7.21018617998299e-14
0.02,1.5312160069173e-12,-0.719999999888165,7.63617654658891e-13
0.03,5.96066666028942e-12,-0.719999999373078,2.13909322464252e-12
0.04,1.01898755352064e-11,-0.719999997855323,1.43538887553434e-12
0.05,-4.48767832824005e-12,-0.719999994448759,-9.27549749809001e-12
0.06,-8.78584533673059e-11,-0.719999987999881,-4.5311463388206e-11
0.07,-3.40145766149325e-10,-0.719999977119902,-1.31517214802714e-10
0.08,-9.3334715494881e-10,-0.719999960207418,-3.04351448292523e-10
0.09,-2.13270600973978e-09,-0.7199999354593,-6.13963790861736e-10
0.1,-4.31685269861418e-09,-0.719999900875151,-1.12629251371647e-09
0.11,-7.99577751142271e-09,-0.71999985426134,-1.92520010238982e-09
0.12,-1.38264712027945e-08,-0.719999793237751,-3.11464880324029e-09
0.13,-2.2626624369894e-08,-0.719999715247331,-4.82090592753664e-09
0.14,-3.53871144603085e-08,-0.719999617567081,-7.19476119884886e-09
0.15,-5.32841015604855e-08,-0.719999497319176,-1.04137363839526e-08
0.16,-7.76914361876026e-08,-0.719999351481635,-1.46842700756022e-08
0.17,-1.10193829064997e-07,-0.719999176898577,-2.02438661311699e-08
0.18,-1.52600933049491e-07,-0.719998970290421,-2.73632009419947e-08
0.19,-2.06962220109801e-07,-0.719998728264266,-3.63481906562634e-08
0.2,-2.75582355140289e-07,-0.719998447324581,-4.75420235120031e-08
0.21,-3.61036695126512e-07,-0.719998123884138,-6.13271640743447e-08
0.22,-4.66186568869028e-07,-0.719997754275128,-7.81273355880394e-08
0.23,-5.94194090206478e-07,-0.719997334760385,-9.84094844949014e-08
0.24,-7.48536387925332e-07,-0.719996861544685,-1.2268572828276e-07
0.25,-9.33019261146501e-07,-0.719996330786152,-1.51515285053342e-07
0.26,-1.15179036232995e-06,-0.719995738607752,-1.8550638113476e-07
0.27,-1.40935205720116e-06,-0.7199950811089,-2.25318132029671e-07
0.28,-1.71057411167242e-06,-0.719994354377172,-2.71662391987059e-07
0.29,-2.06070632064419e-06,-0.719993554500107,-3.25305568282247e-07
0.3,-2.46539113869248e-06,-0.719992677577095,-3.87070397524334e-07
0.31,-2.93067631512385e-06,-0.719991719731342,-4.57837682604304e-07
0.32,-3.46302748946934e-06,-0.719990677121892,-5.38547989944475e-07
0.33,-4.0693406762703e-06,-0.719989545955728,-6.30203307331491e-07
0.34,-4.75695456183382e-06,-0.719988322499914,-7.33868662769425e-07
0.35,-5.53366254712732e-06,-0.719987003093794,-8.50673704551891e-07
0.36,-6.40772449350054e-06,-0.719985584161234,-9.81814242269879e-07
0.37,-7.3878781538295e-06,-0.719984062222901,-1.12855374791511e-06
0.38,-8.48335029430118e-06,-0.719982433908568,-1.29222481575531e-06
0.39,-9.70386752700576e-06,-0.719980695969444,-1.4742305793454e-06
0.4,-1.10596668791362e-05,-0.719978845290518,-1.67604608393395e-06
0.41,-1.25615061217767e-05,-0.719976878902918,-1.89921961260759e-06
0.42,-1.42206738725915e-05,-0.719974793996261,-2.14537396473026e-06
0.43,-1.60489994755371e-05,-0.71997258793101,-2.41620768550446e-06
0.44,-1.80588626501799e-05,-0.71997025825081,-2.71349624573848e-06
0.45,-2.02632028955788e-05,-0.719967802694812,-3.0390931710954e-06
0.46,-2.26755286300952e-05,-0.719965219209969,-3.39493112020299e-06
0.47,-2.530992604885e-05,-0.719962505963299,-3.78302291101935e-06
0.48,-2.81810676838898e-05,-0.71995966135411,-4.20546249479868e-06
0.49,-3.13042206570469e-05,-0.719956684026178,-4.66442587691706e-06
0.5,-3.46952546205108e-05,-0.719953572879875,-5.16217198373082e-06
0.51,-3.83706493841298e-05,-0.719950327084232,-5.70104347457673e-06
0.52,-4.23475022307794e-05,-0.71994694608894,-6.28346749799747e-06
0.53,-4.66435349216508e-05,-0.719943429636274,-6.91195639129039e-06
0.54,-5.12771003923489e-05,-0.71993977777294,-7.58910832252549e-06
0.55,-5.62671891388364e-05,-0.71993599086183,-8.31760787424686e-06
0.56,-6.16334352901616e-05,-0.719932069593692,-9.10022656814531e-06
