0,0,-0.72,0
0.01,9.38354335687731e-14,-0.719999999994809,6.54116616569359e-14
0.02,1.2616431116248e-12,-0.71999999990038,6.85140833894057e-13
0.03,4.70848460953196e-12,-0.719999999429806,1.89166287288639e-12
0.04,7.55899401395292e-12,-0.719999998010078,1.18140440307411e-12
0.05,-5.04061164259067e-12,-0.719999994753901,-8.49223344882471e-12
0.06,-7.12170170897719e-11,-0.719999988475912,-4.05724030689499e-11
0.07,-2.66223522702929e-10,-0.71999997773047,-1.16626380236877e-10
0.08,-7.17613917373454e-10,-0.719999960848831,-2.68002283314725e-10
0.09,-1.62046759528142e-09,-0.719999935963744,-5.37471121445274e-10
0.1,-3.25166370479924e-09,-0.719999901020586,-9.80898562419595e-10
0.11,-5.9826363750823e-09,-0.719999853780629,-1.66897121257246e-09
0.12,-1.02905072284182e-08,-0.719999791823151,-2.68898117448296e-09
0.13,-1.6767872359745e-08,-0.719999712550662,-4.14665532506021e-09
0.14,-2.61317505368691e-08,-0.719999613198314,-6.16800525977383e-09
0.15,-3.92322595759841e-08,-0.719999490846228,-8.9011710235464e-09
0.16,-5.70615035878286e-08,-0.719999342432836,-1.25182354912423e-08
0.17,-8.0762977363609e-08,-0.719999164767741,-1.72169942154743e-08
0.18,-1.11641587026045e-07,-0.719998954543573,-2.32226749450238e-08
0.19,-1.51174202655351e-07,-0.719998708347024,-3.07896093598408e-08
0.2,-2.01020535489926e-07,-0.7199984226696,-4.02028651985492e-08
0.21,-2.63034083913195e-07,-0.719998093918542,-5.17798492043676e-08
0.22,-3.39272912788362e-07,-0.719997718428147,-6.58718904444127e-08
0.23,-4.3201009943854e-07,-0.719997292471465,-8.28658104799291e-08
0.24,-5.43743769909708e-07,-0.719996812272236,-1.03185482791904e-07
0.25,-6.77206735488572e-07,-0.719996274016909,-1.27293379960018e-07
0.26,-8.35375802933934e-07,-0.719995673866661,-1.55692104211714e-07
0.27,-1.02148086321106e-06,-0.719995007969382,-1.88925895530164e-07
0.28,-1.23901386287402e-06,-0.719994272471666,-2.27582111532786e-07
0.29,-1.49173773708098e-06,-0.719993463530836,-2.72292674471539e-07
0.3,-1.78369534492014e-06,-0.719992577327027,-3.23735482449456e-07
0.31,-2.11921840805195e-06,-0.71999161007533,-3.82635783760451e-07
0.32,-2.50293642203896e-06,-0.719990558037993,-4.49767514713511e-07
0.33,-2.9397854915546e-06,-0.719989417536641,-5.25954602149852e-07
0.34,-3.43501703703353e-06,-0.719988184964517,-6.12072232050144e-07
0.35,-3.99420632876719e-06,-0.719986856798731,-7.09048085268811e-07
0.36,-4.62326082027748e-06,-0.719985429612494,-8.17863540734765e-07
0.37,-5.32842827071911e-06,-0.719983900087359,-9.39554845662693e-07
0.38,-6.11630466149737e-06,-0.719982265025449,-1.0752142516339e-06
0.39,-6.99384192228666e-06,-0.719980521361669,-1.22599111496575e-06
0.4,-7.96835548515991e-06,-0.719978666175898,-1.39309295964226e-06
0.41,-9.04753168327177e-06,-0.719976696705164,-1.57778650119494e-06
0.42,-1.02394350043337e-05,-0.719974610355767,-1.78139863022031e-06
0.43,-1.15525152013068e-05,-0.719972404715374,-2.00531735459148e-06
0.44,-1.29956142554856e-05,-0.719970077565063,-2.2509926997693e-06
0.45,-1.45779731819985e-05,-0.719967626891306,-2.51993756687191e-06
0.46,-1.63092386654166e-05,-0.719965050897899,-2.81372854828813e-06
0.47,-1.81994695135431e-05,-0.719962348017822,-3.13400670062366e-06
0.48,-2.02591429198643e-05,-0.719959516925026,-3.48247827468112e-06
0.49,-2.24991605285642e-05,-0.719956556546139,-3.86091540203954e-06
0.5,-2.49308542994486e-05,-0.719953466072088,-4.27115673766356e-06
0.51,-2.75659921728051e-05,-0.719950244969627,-4.71510805787058e-06
0.52,-3.04167835357115e-05,-0.719946892992772,-5.19474281293662e-06
0.53,-3.34958844915533e-05,-0.719943410194119,-5.71210263363077e-06
0.54,-3.68164029337481e-05,-0.719939796936064,-6.26929779102314e-06
0.55,-4.03919034233296e-05,-0.719936053901899,-6.86850760899308e-06
0.56,-4.42364118685643e-05,-0.719932182106787,-7.5119808289535e-06
0.57,-4.83644200035448e-05,-0.719928182908602,-8.20203592638439e-06
0.58,-5.27908896619663e-05,-0.719924058018645,-8.9410613788248e-06
0.59,-5.75312568421103e-05,-0.719919809512208,-9.73151588500327e-06
0.6,-6.26014355593669e-05,-0.719915439838996,-1.05759285347954e-05
0.61,-6.80178214832553e-05,-0.719910951833393,-1.14768989296917e-05
